"","AQIM_CARGO_ID","CARGO_FORM","CALENDAR_YR","CARGO_CATG","ORIGIN","CITY","STATE","QUANTITY","UNIT","INSP_QUANTITY","INSP_UNIT","INSP_METHOD","AG_RISK_FL","INTENDED_USE","COMMODITY_LIST","LOCATION","PORT_CD","ENTRY_NUM","CARGO_COMMODITY_ID","AQIM_COMMODITY","QUANTITY.y","UNIT.y","FND_IN_CARGO","PROHIBITED_FL","TREATMENT_FL","SMUGGLED_FL","PEST_FL","PEST_DATA","CONTAMNT_FL","CONTAMINENT","CREATE_DT","kstar","QUANTITY_INSP_UNITS","HYPER_SAMP_SIZE"
"92","11064AC","Air Cargo",2011,"Perishable","THA","HONOLULU","HI",23,"Box/Carton",17,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,17
"93","11065AC","Air Cargo",2011,"Perishable","THA","HONOLULU","HI",14,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,13
"94","11068AC","Air Cargo",2011,"Perishable","THA","HONOLULU","HI",17,"Box/Carton",14,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,14
"95","11069AC","Air Cargo",2011,"Perishable","THA","HONOLULU","HI",16,"Box/Carton",14,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,14
"96","11100AC","Air Cargo",2011,"Perishable","NLD","SILVER SPRING","MD",420,"Box/Carton",28,"Box/Carton","Hypergeometric Sample","N","","Narcissus sp., CF","VA Dulles CBP IAB",5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,420,28
"97","11118AC","Air Cargo",2011,"PIS Plant Unit","MYS","NEW YORK","NY",19,"Box/Carton",15,"Box/Carton","Hypergeometric Sample","N","","Dracaena sp., PM, Cordyline sp., CF","NY JFK PIS PPQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,15
"98","11120AC","Air Cargo",2011,"Perishable","ISR","NORTHFIELD","IL",16,"Box/Carton",14,"Box/Carton","Hypergeometric Sample","N","","Paeonia sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,14
"99","11131AC","Air Cargo",2011,"Perishable","NLD","CHICAGO","IL",25,"Box/Carton",17,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,17
"100","11132AC","Air Cargo",2011,"Perishable","NLD","WAUCONDA","IL",26,"Box/Carton",18,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,26,18
"101","11133AC","Air Cargo",2011,"Perishable","NLD","LOMBARD","IL",390,"Box/Carton",28,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,390,28
"102","11134AC","Air Cargo",2011,"Perishable","NLD","LOMBARD","IL",80,"Box/Carton",24,"Box/Carton","Hypergeometric Sample","N","","Hyacinthus sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,80,24
"103","11135AC","Air Cargo",2011,"Perishable","ISR","SCHAUMBURG","IL",30,"Box/Carton",19,"Box/Carton","Hypergeometric Sample","N","","Paeonia sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,19
"104","11136AC","Air Cargo",2011,"Perishable","ISR","CRESTWOOD VILLAGE","IL",12,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Paeonia sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,11
"105","11141AC","Air Cargo",2011,"Perishable","THA","EL GRANADA","CA",75,"Box/Carton",24,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,75,24
"106","11142AC","Air Cargo",2011,"Perishable","THA","INGLEWOOD","CA",280,"Box/Carton",28,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,280,28
"107","11160AC","Air Cargo",2011,"Perishable","COL","DALLAS","TX",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"108","11175AC","Air Cargo",2011,"Perishable","NLD","WAUCONDA","IL",34,"Box/Carton",20,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,20
"109","11182AC","Air Cargo",2011,"Perishable","THA","FREMONT","CA",18,"Box/Carton",15,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,15
"110","11213AC","Air Cargo",2011,"Perishable","AUS","LOS ANGELES","CA",11,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Thryptomene sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11
"111","11214AC","Air Cargo",2011,"Perishable","AUS","WOODLAND HILLS","CA",35,"Box/Carton",20,"Box/Carton","Hypergeometric Sample","N","","Thryptomene sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35,20
"112","11215AC","Air Cargo",2011,"Perishable","NLD","BOSTON","MA",20,"Box/Carton",16,"Box/Carton","Hypergeometric Sample","N","","Freesia sp., CF","MA Boston CBP",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,16
"113","11216AC","Air Cargo",2011,"Perishable","NLD","BOSTON","MA",50,"Box/Carton",22,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","MA Boston CBP",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,22
"114","11219AC","Air Cargo",2011,"Perishable","THA","SAN BRUNO","CA",35,"Box/Carton",20,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35,20
"115","11223AC","Air Cargo",2011,"Perishable","ISR","VISTA","CA",17,"Box/Carton",14,"Box/Carton","Hypergeometric Sample","N","","Lilium, Paeonia sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,14
"116","11232NC","Northern Border Cargo",2011,"Perishable","CAN","BETHLEHEM","PA",40,"Box/Carton",21,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","NY Buffalo CBP Peace Bridge",901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,21
"117","11233AC","Air Cargo",2011,"Perishable","GBR","ROYAL OAK","MI",72,"Box/Carton",24,"Box/Carton","Hypergeometric Sample","N","","Narcissus sp., CF","MI Romulus CBP",3807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,72,24
"118","11237AC","Air Cargo",2011,"Perishable","COL","JAMAICA","NY",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Hydrangea sp. , CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"119","11242AC","Air Cargo",2011,"Perishable","COL","JAMAICA","NY",27,"Box/Carton",18,"Box/Carton","Hypergeometric Sample","N","","Zantedeschia sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27,18
"120","11248AC","Air Cargo",2011,"Perishable","NLD","ROYAL OAK","MI",62,"Box/Carton",23,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","MI Romulus CBP",3807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62,23
"121","11255AC","Air Cargo",2011,"Perishable","THA","GRAND PRAIRIE","TX",29,"Box/Carton",19,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,19
"122","11268AC","Air Cargo",2011,"Perishable","GTM","DALLAS","TX",93,"Box/Carton",25,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,93,25
"123","11291AC","Air Cargo",2011,"Perishable","NLD","BOSTON","MA",131,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Freesia sp., CF","MA Boston CBP",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,131,26
"124","11292AC","Air Cargo",2011,"Perishable","NLD","BOSTON","MA",119,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","MA Boston CBP",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,119,26
"125","11293AC","Air Cargo",2011,"Perishable","GTM","DALLAS","TX",15,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,13
"126","11297AC","Air Cargo",2011,"Perishable","NLD","BOSTON","MA",151,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Freesia sp., CF","MA Boston CBP",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,151,26
"127","11301AC","Air Cargo",2011,"Perishable","THA","HONOLULU","HI",132,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,132,26
"128","11302AC","Air Cargo",2011,"Perishable","THA","HONOLULU","HI",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
"129","11304AC","Air Cargo",2011,"Perishable","THA","HONOLULU","HI",20,"Box/Carton",16,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,16
"130","11305AC","Air Cargo",2011,"Perishable","THA","HONOLULU","HI",9,"Box/Carton",9,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,9
"131","11307AC","Air Cargo",2011,"Perishable","THA","HONOLULU","HI",17,"Box/Carton",14,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,14
"132","11308AC","Air Cargo",2011,"Perishable","THA","HONOLULU","HI",28,"Box/Carton",18,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,28,18
"133","11320AC","Air Cargo",2011,"Perishable","NLD","LOS ANGELES","CA",14,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,13
"134","11321AC","Air Cargo",2011,"Perishable","THA","LOS ANGELES","CA",43,"Box/Carton",21,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43,21
"135","11325NC","Northern Border Cargo",2011,"Perishable","CAN","NORDLIE","MI",21,"Box/Carton",16,"Box/Carton","Hypergeometric Sample","N","","Freesia sp., CF","MI Port Huron CBP",3802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21,16
"136","11332AC","Air Cargo",2011,"Perishable","COL","HOUSTON","TX",14,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Hydrangea sp. , CF","TX Houston Air CBP",5309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,13
"137","11333AC","Air Cargo",2011,"Perishable","THA","OAKLAND","CA",57,"Box/Carton",23,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57,23
"138","11338AC","Air Cargo",2011,"Perishable","THA","GRAND PRAIRIE","TX",70,"Box/Carton",24,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,70,24
"139","11340AC","Air Cargo",2011,"Perishable","THA","SAN FRANCISCO","CA",47,"Box/Carton",22,"Box/Carton","Hypergeometric Sample","Y","Wholesale/ Retail","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,2659,"Dendrobium Sp., CF","47","Box/Carton","Associated with cargo","N","Y","N","Y","APSCA111226324001 (Contarinia Maculipennis)","N","","May 5, 2011 11:02:33 AM",1,47,22
"140","11342AC","Air Cargo",2011,"Perishable","NLD","BOSTON","MA",18,"Box/Carton",15,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","MA Boston CBP",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,15
"141","11355AC","Air Cargo",2011,"Perishable","AUS","LOS ANGELES","CA",21,"Box/Carton",16,"Box/Carton","Hypergeometric Sample","N","","Xanthorrhoea johnonsii, CF","CA Los Angeles CBP",2720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21,16
"142","11361AC","Air Cargo",2011,"Perishable","NLD","WAUCONDA","IL",45,"Box/Carton",22,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,45,22
"143","11362AC","Air Cargo",2011,"Perishable","NLD","WAUCONDA","IL",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Hyacinthus sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
"144","11363AC","Air Cargo",2011,"Perishable","NLD","MINNEAPOLIS","MN",393,"Box/Carton",28,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,393,28
"145","11364AC","Air Cargo",2011,"Perishable","NLD","MINNEAPOLIS","MN",9,"Box/Carton",9,"Box/Carton","Hypergeometric Sample","N","","Forsythia sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,9
"146","11369AC","Air Cargo",2011,"Perishable","NLD","MINNEAPOLIS","MN",147,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,147,26
"147","11400AC","Air Cargo",2011,"Perishable","THA","EL GRANADA","CA",135,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,135,26
"148","11415AC","Air Cargo",2011,"Perishable","ECU","ASTORIA","NY",83,"Box/Carton",25,"Box/Carton","Hypergeometric Sample","N","","Chrysalidocarpus sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,83,25
"149","11420AC","Air Cargo",2011,"Perishable","NLD","BOSTON","MA",167,"Box/Carton",27,"Box/Carton","Hypergeometric Sample","Y","Wholesale/ Retail","Paeonia sp., CF","MA Boston CBP",417,NA,2692,"Paeonia sp., CF","167","Box/Carton","Associated with cargo","N","Y","N","Y","038016 (Thrips major)","N","","May 23, 2011 6:17:22 PM",1,167,27
"150","11446AC","Air Cargo",2011,"Perishable","GTM","DALLAS","TX",70,"Box/Carton",24,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,70,24
"151","11452AC","Air Cargo",2011,"Perishable","ZAF","LOS ANGELES","CA",24,"Box/Carton",17,"Box/Carton","Hypergeometric Sample","Y","Wholesale/ Retail","Berzelia sp., CF","CA Los Angeles CBP",2720,NA,2693,"Berzelia sp., CF","24","Box/Carton","Associated with cargo","N","N","N","Y","APLCA111432027001 (Lepidoptera), APLCA111413101001 (Geometridae)","N","","May 26, 2011 3:56:17 PM",1,24,17
"152","11460AC","Air Cargo",2011,"Perishable","GTM","DALLAS","TX",76,"Box/Carton",24,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,76,24
"153","11467AC","Air Cargo",2011,"Perishable","THA","HONOLULU","HI",11,"Box/Carton",11,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,11
"154","11468AC","Air Cargo",2011,"Perishable","THA","HONOLULU","HI",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
"155","11469AC","Air Cargo",2011,"Perishable","THA","HONOLULU","HI",15,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,13
"156","11470AC","Air Cargo",2011,"Perishable","THA","HONOLULU","HI",105,"Box/Carton",25,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,105,25
"157","11471AC","Air Cargo",2011,"Perishable","THA","HONOLULU","HI",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
"158","11472AC","Air Cargo",2011,"Perishable","THA","HONOLULU","HI",20,"Box/Carton",16,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,16
"159","11491AC","Air Cargo",2011,"Perishable","THA","PHENIX","VA",29,"Box/Carton",19,"Box/Carton","Hypergeometric Sample","Y","Wholesale/ Retail","Dendrobium Sp., CF","IL Chicago CBP",3901,NA,2701,"Dendrobium Sp., CF","2,820","Stems","Associated with cargo","N","N","N","Y","APCIL111242838001 (Contarinia maculipennis Felt (Cecidomyiidae))","N","","Jun 2, 2011 11:33:35 AM",1,29,19
"160","11503AC","Air Cargo",2011,"Perishable","NLD","SCHAUMURG","IL",123,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Tulipa sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,123,26
"161","11504AC","Air Cargo",2011,"Perishable","ITA","SCHAUMBURG","IL",8,"Box/Carton",8,"Box/Carton","Hypergeometric Sample","N","","Pittosporum sp., CF","IL Chicago CBP",3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,8
"162","11510AC","Air Cargo",2011,"Perishable","THA","BOSTON","MA",25,"Box/Carton",17,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","MA Boston CBP",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,17
"163","11512AC","Air Cargo",2011,"Perishable","ECU","NEW YORK","NY",53,"Box/Carton",22,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53,22
"164","11530AC","Air Cargo",2011,"Perishable","THA","FREMONT","CA",274,"Box/Carton",28,"Box/Carton","Hypergeometric Sample","Y","Wholesale/ Retail","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,2714,"Dendrobium Sp., CF","1,291","Stems","Associated with cargo","N","Y","N","Y","APSCA111576940001 (Thrips Palmi Karny)","N","","Jun 9, 2011 3:01:46 PM",1,274,28
"165","11535AC","Air Cargo",2011,"PIS Plant Unit","MYS","NEW YORK","NY",19,"Box/Carton",15,"Box/Carton","Hypergeometric Sample","N","","Dracaena sp., PM, Cordyline sp., CF","NY JFK PIS PPQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,15
"166","11544AC","Air Cargo",2011,"Perishable","THA","EL GRANADA","CA",100,"Box/Carton",25,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,25
"167","11549AC","Air Cargo",2011,"Perishable","THA","SAN LEANDRO","CA",87,"Box/Carton",25,"Box/Carton","Hypergeometric Sample","Y","Wholesale/ Retail","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,2722,"Dendrobium Sp., CF","87","Box/Carton","Associated with cargo","N","Y","N","Y","APSCA111616415003 (Noctuidae, sp.)","N","","Jun 15, 2011 1:00:44 PM",1,87,25
"168","11554AC","Air Cargo",2011,"Perishable","THA","FREMONT","CA",33,"Box/Carton",20,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,33,20
"169","11555AC","Air Cargo",2011,"Perishable","THA","FREMONT","CA",9,"Box/Carton",9,"Box/Carton","Hypergeometric Sample","N","","Bouquet mixed, CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,9
"170","11573AC","Air Cargo",2011,"Perishable","NLD","NORWALK","CT",14,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Hydrangea sp. , CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,13
"171","11581AC","Air Cargo",2011,"Perishable","CRI","DALLAS","TX",14,"Box/Carton",13,"Box/Carton","Hypergeometric Sample","N","","Bouquet mixed, CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,13
"172","11613AC","Air Cargo",2011,"Perishable","THA","EL GRANADA","CA",135,"Box/Carton",26,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,135,26
"173","11615AC","Air Cargo",2011,"Perishable","NZL","JAMAICA","NY",22,"Box/Carton",16,"Box/Carton","Hypergeometric Sample","N","","Cymbidium sp., CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22,16
"174","11616AC","Air Cargo",2011,"Perishable","ITA","JAMAICA","NY",21,"Box/Carton",16,"Box/Carton","Hypergeometric Sample","N","","Ruscus sp.,  CF","NY JFK Air Cargo CBP",4701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21,16
"175","11625AC","Air Cargo",2011,"Perishable","THA","GRAND PRAIRIE","TX",27,"Box/Carton",18,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27,18
"176","11626AC","Air Cargo",2011,"Perishable","GTM","DALLAS","TX",74,"Box/Carton",24,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,74,24
"177","11631AC","Air Cargo",2011,"Perishable","ISR","NORTH FIELD","IL",81,"Box/Carton",24,"Box/Carton","Hypergeometric Sample","Y","Wholesale/ Retail","Helianthus sp., CF, Kochia sp., CF","NY JFK Air Cargo CBP",4701,NA,2743,"Kochia sp., CF","24","Box/Carton","Associated with cargo","Y","N","N","Y","207536 (Nysius sp.)","N","","Jul 1, 2011 1:20:44 PM",1,81,24
"178","11639AC","Air Cargo",2011,"Perishable","GTM","DALLAS","TX",107,"Box/Carton",25,"Box/Carton","Hypergeometric Sample","N","","Rosa sp., CF","TX Dallas/Ft. Worth CBP",5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,107,25
"179","11640AC","Air Cargo",2011,"Perishable","NLD","SAN BRUNO","CA",24,"Box/Carton",17,"Box/Carton","Hypergeometric Sample","N","","Anthurium sp., CF","CA San Francisco CBP",2801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24,17
"180","11662AC","Air Cargo",2011,"Perishable","THA","HONOLULU","HI",10,"Box/Carton",10,"Box/Carton","Hypergeometric Sample","N","","Dendrobium Sp., CF","HI Honolulu CBP",3205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10
