LOCATION,PATHWAY,ORIGIN,CALENDAR_YR,QUANTITY,QUANTITY_UNIT,ITEMS_PER_PACKAGE,COMMODITY
Atlanta PIS,Airport - Aircraft - Cargo - PIS,India,2023,77540,Items,2674,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,India,2023,78155,Items,2695,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,78300,Items,1910,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,India,2023,78995,Items,2724,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,80500,Items,1873,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,82400,Items,1873,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Uganda,2023,84000,Items,1910,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Sri Lanka,2023,85320,Items,2133,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Sri Lanka,2023,86625,Items,2113,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,87000,Items,1892,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,87800,Items,1869,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,87900,Items,1871,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Brazil,2023,88000,Items,1873,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Viet Nam,2023,88050,Items,1874,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,88700,Items,1888,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,90900,Items,1935,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,China,2023,94290,Items,2694,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,China,2023,96163,Items,2748,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Uganda,2023,97900,Items,1958,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,98500,Items,1970,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Viet Nam,2023,102600,Items,1900,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Uganda,2023,102800,Items,1904,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Uganda,2023,103800,Items,1923,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,104000,Items,1926,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,India,2023,104140,Items,2741,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,106300,Items,1969,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Turkey,2023,106500,Items,1973,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,106700,Items,1976,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,108000,Items,1964,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,108500,Items,1973,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,110300,Items,2006,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,111100,Items,2020,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,China,2023,114170,Items,2855,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,China,2023,118255,Items,2005,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Uganda,2023,118873,Items,2123,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,China,2023,119250,Items,2982,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,121100,Items,2125,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,122100,Items,2143,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,123700,Items,1964,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Uganda,2023,123700,Items,1964,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,India,2023,124985,Items,2778,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,125000,Items,1954,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,China,2023,127512,Items,2772,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,128200,Items,1973,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,China,2023,129300,Items,2811,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,129400,Items,1991,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,China,2023,130420,Items,2249,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,China,2023,137410,Items,2805,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,137900,Items,1999,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,138800,Items,1983,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,142000,Items,2000,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,India,2023,144100,Items,2719,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,144200,Items,1923,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Turkey,2023,144750,Items,1930,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,145000,Items,1934,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,149100,Items,1937,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,China,2023,149760,Items,2774,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,152425,Items,1980,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Spain,2023,154325,Items,1979,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Uganda,2023,156200,Items,2003,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,156300,Items,2004,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Viet Nam,2023,159511,Items,2901,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,159600,Items,2047,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,162600,Items,2033,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,163000,Items,2038,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Viet Nam,2023,164175,Items,2881,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Uganda,2023,170900,Items,2110,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,170925,Items,2111,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,176050,Items,2147,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,China,2023,178437,Items,3077,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,China,2023,181650,Items,3028,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,182850,Items,2152,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,186800,Items,2198,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,188200,Items,2164,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,188400,Items,2141,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Uganda,2023,190500,Items,2141,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,194400,Items,2137,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,194600,Items,2139,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,196700,Items,2162,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,197500,Items,2171,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,197700,Items,2173,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,199000,Items,2187,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,203500,Items,2237,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,206500,Items,2270,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,207100,Items,2276,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,210000,Items,2308,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,210900,Items,2318,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,214200,Items,2354,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,214325,Items,2356,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,215900,Items,2373,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,China,2023,216450,Items,3330,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,219400,Items,2411,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,219500,Items,2413,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,220800,Items,2400,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Uganda,2023,221743,Items,2411,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,222900,Items,2423,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,228900,Items,2462,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,China,2023,232752,Items,3474,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,234500,Items,2495,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Uganda,2023,235724,Items,2508,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,China,2023,237160,Items,3540,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,240600,Items,2481,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,245100,Items,2502,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,245400,Items,2505,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,250575,Items,2557,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,255900,Items,2612,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,255900,Items,2612,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,258500,Items,2612,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,261800,Items,2645,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,263000,Items,2657,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,272700,Items,2755,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,280000,Items,2829,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,284900,Items,2878,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,285300,Items,2882,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,286160,Items,2891,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,288900,Items,2861,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,290800,Items,2824,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,291400,Items,2802,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,292100,Items,2809,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,293200,Items,2820,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,295500,Items,2815,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,296700,Items,2826,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,303100,Items,2887,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,305900,Items,2914,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,305900,Items,2914,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,317300,Items,3022,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,319900,Items,3047,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,321250,Items,3060,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,321800,Items,3065,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,323125,Items,3078,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,334200,Items,3183,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,342300,Items,3260,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,345900,Items,3295,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,347650,Items,3311,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Mexico,2023,350500,Items,3339,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,363800,Items,3465,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Uganda,2023,365829,Items,3485,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,367275,Items,3498,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,374500,Items,3567,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,378500,Items,3605,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,378700,Items,3607,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Uganda,2023,387700,Items,3693,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Uganda,2023,392100,Items,3735,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,399825,Items,3808,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Costa Rica,2023,399900,Items,3809,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Uganda,2023,417865,Items,3980,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,421600,Items,4016,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,425925,Items,4057,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,433125,Items,4125,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,442925,Items,4140,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Costa Rica,2023,451850,Items,4223,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Uganda,2023,465700,Items,4122,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,478400,Items,4234,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,479600,Items,4245,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Uganda,2023,487800,Items,4317,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,492525,Items,4321,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,493000,Items,4325,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Uganda,2023,518900,Items,4361,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Uganda,2023,525300,Items,4415,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Costa Rica,2023,527650,Items,4435,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,545600,Items,4510,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,546400,Items,4516,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,546700,Items,4519,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,553700,Items,4539,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Uganda,2023,557000,Items,4566,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,567300,Items,4613,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Uganda,2023,575400,Items,4679,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,576200,Items,4685,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,605625,Items,4845,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,625400,Items,4925,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,644100,Items,5033,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Uganda,2023,655600,Items,5122,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Costa Rica,2023,663700,Items,5186,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,665600,Items,5200,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,711544,Items,5157,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,El Salvador,2023,711800,Items,5158,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,712300,Items,5088,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,715700,Items,5041,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,777700,Items,5084,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,787300,Items,5146,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,832700,Items,5271,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,859625,Items,5441,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,876225,Items,5546,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,876500,Items,5548,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,878125,Items,5558,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,892200,Items,5647,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,893600,Items,5656,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,917115,Items,5805,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,952100,Items,6026,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,962800,Items,6094,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,1004200,Items,6356,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,1207900,Items,7645,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,1229700,Items,7783,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,1229700,Items,7783,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,1258350,Items,7965,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,1265950,Items,8013,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,1270800,Items,8044,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,1290550,Items,8169,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,1343464,Items,8503,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,1343500,Items,8504,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,1424473,Items,9016,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,1446100,Items,9153,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,1462300,Items,9256,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,1490546,Items,9434,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,1519732,Items,9619,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,1524700,Items,9650,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Guatemala,2023,1619400,Items,10250,none
Atlanta PIS,Airport - Aircraft - Cargo - PIS,Kenya,2023,1632538,Items,10333,none
